HAZARDMAPCELLREFERENCE,HAZARDMAP,HAZARDRATINGBYMAP,FILENAME
EL234,"Class II, all locations
Area classification required",2.0,Cleaner_building.png
EL108,"Conductors
Cables, Raceways or conductors are damaged and needs to be either replaced or repaired.  Not suitable for continued use.",4.0,Photo_three__Photo_three_damaged_insulation_on_cable.png
EL108,"Conductors
Cables, Raceways or conductors are damaged and needs to be either replaced or repaired.  Not suitable for continued use.",4.0,Photo_one__Photo_one_view_of_damaged_exterior_insulation_on_cables.png
EL108,"Conductors
Cables, Raceways or conductors are damaged and needs to be either replaced or repaired.  Not suitable for continued use.",4.0,Photo_to__Photo_too_damaged_exterior_insulation_on_cables.png
EL028,"Improper installation or location of equipment, conductors, cables or raceways
Mechanical protection for conductors is not adequate",4.0,Temp_panel.png
EL028,"Improper installation or location of equipment, conductors, cables or raceways
Mechanical protection for conductors is not adequate",4.0,Cord_connect.png
EL028,"Improper installation or location of equipment, conductors, cables or raceways
Mechanical protection for conductors is not adequate",4.0,Receptacle.png
EL028,"Improper installation or location of equipment, conductors, cables or raceways
Mechanical protection for conductors is not adequate",4.0,Cord_end.png
EL028,"Improper installation or location of equipment, conductors, cables or raceways
Mechanical protection for conductors is not adequate",4.0,Panel_connect.png
EL028,"Improper installation or location of equipment, conductors, cables or raceways
Mechanical protection for conductors is not adequate",4.0,Cordend.png
EL028,"Improper installation or location of equipment, conductors, cables or raceways
Mechanical protection for conductors is not adequate",4.0,Panel.png
EL028,"Improper installation or location of equipment, conductors, cables or raceways
Mechanical protection for conductors is not adequate",4.0,Receptacles.png
EL028,"Improper installation or location of equipment, conductors, cables or raceways
Mechanical protection for conductors is not adequate",4.0,Feeder.png
EL028,"Improper installation or location of equipment, conductors, cables or raceways
Mechanical protection for conductors is not adequate",4.0,Cord.png
EL033,"Improper installation or location of equipment, conductors, cables or raceways
Conductors are located inside building beyond 1.5m",3.0,View01_suite__cabling.png
GA149,Gas log set installed with damper not permanently secured in open position,4.0,Damper.png
EL155,"Installation of electrical equipment, EL-15-2014
Equipment is not approved for the specific use or location.",3.0,Communication_cable_encased_in_concrete.png
GA098,Side wall vent termination not compliant with installation instructions,2.0,510_Amess.png
BP000,No Created Hazard Identified,0.0,Boiler.png
BP000,No Created Hazard Identified,0.0,Removed_controls.png
EL013,"Conductors are exposed to accidental contact by persons
Overhead high voltage conductors are not attached or supported adequately.",5.0,Disconnect.png
EL013,"Conductors are exposed to accidental contact by persons
Overhead high voltage conductors are not attached or supported adequately.",5.0,Overhead.png
EL069,"General
Equipment is not approved for the specific use",3.0,New_sub-panel_installed_in_the_bathroom.png
EL069,"General
Equipment is not approved for the specific use",3.0,Panel_board_in_bathroom_.png
EL069,"General
Equipment is not approved for the specific use",3.0,New_bathroom_installed_in_the_back_yard_beside_a_hot_tub.png
BP054,"1.2.2 Boiler leakage: procedure - Weeping, or staining from flanges or hand whole covers.",2.0,Outlet_flange_corrosion.png
BP141,4.0.1 Incorrect readings/alarms - Instrumentation or alarms installed contrary to manufacturer or code requirement,2.0,Thermometer_range_not_to_code.png
EL072,"Effective grounding
Bonding; 
metal boxes, cabinets, or covers are not bonded to ground",4.0,Bond_conductor_in_neutral_buss.png
BP131,"3.1.1 Safeties will not function - Pressure Relief Device


valve service or test intervals beyond the required interval outlined in CSA B-51",3.0,Overdue_T_P.png
EL005,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and
• in an area that is not normally accessible to persons.",3.0,Kitchen_reno.png
EL005,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and
• in an area that is not normally accessible to persons.",3.0,Main_service.png
EL005,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and
• in an area that is not normally accessible to persons.",3.0,Loose_wiring1.png
AM052,"Anchoring is not installed as per manufacturers requirements
Baffling is not present and unit is not in operation",3.0,Example_of_non_anchored_attachment_point.png
EL010,"Conductors are exposed to accidental contact by persons
Overhead power conductors, are not attached or supported adequately.",3.0,Service_conductor_clearance.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,Missing_KO_filler.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,Pedestals_loose_on_base_impact_damage.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,Loose_access_cover_on_pedestal__energized_terminals_exposed.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,Pedestals_hit_by_vehicles__energized.png
EL098,"Conductors
Equipment is not approved for the specific use.  The location of cables, raceways, or overhead conductors are not located in an acceptable location.",3.0,View01_vertical_run_.png
EL098,"Conductors
Equipment is not approved for the specific use.  The location of cables, raceways, or overhead conductors are not located in an acceptable location.",3.0,View03_feeder.png
EL098,"Conductors
Equipment is not approved for the specific use.  The location of cables, raceways, or overhead conductors are not located in an acceptable location.",3.0,View02_feeder_.png
EL098,"Conductors
Equipment is not approved for the specific use.  The location of cables, raceways, or overhead conductors are not located in an acceptable location.",3.0,View04_feeder.png
GA119,"Combustion/Ventilation air requirements non-compliant (In consideration of size, screens, grills, support).",3.0,Undersized_combustion_air.png
GA119,"Combustion/Ventilation air requirements non-compliant (In consideration of size, screens, grills, support).",3.0,Vent_clearance.png
GA119,"Combustion/Ventilation air requirements non-compliant (In consideration of size, screens, grills, support).",3.0,No_appliance_reg.png
AM046,Safety critical monitoring bypassed or failed in manner reasonably detectable by maintenance operation program,3.0,Tower_2_cut-wire.png
EL123,"Installation of electrical equipment
Equipment is not approved for the specific use",3.0,Outside_receptacle__.png
EL024,"Conductor ampacity is not adequate for the calculated load
Overcurrent device does not adequately protect conductors",4.0,Panel.png
EL024,"Conductor ampacity is not adequate for the calculated load
Overcurrent device does not adequately protect conductors",4.0,Furnace.png
EL114,"Conductors
The location of cables, raceways, or conductors are not located in an acceptable location.",3.0,Pivot_1.png
ED004,"Wear of defects that are:
Likely to progress and affects a non-safety critical component",2.0,Travel_cable_hanger.png
EL057,"Improper installation or location of equipment, conductors, cables or raceways
Enclosure is not rated for the environment or conditions of use",3.0,Barrier_missing_from_service_main_portion_of_panel_board.png
EL057,"Improper installation or location of equipment, conductors, cables or raceways
Enclosure is not rated for the environment or conditions of use",3.0,Main_distribution_panel_located_in_pump_house_building_without_a_lockable_door_.png
GA133,Appliance installed in a proposed hazardous location,2.0,No_protection_between_deep_fat_fryer_and_open_flame_.png
EL004,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and
• in an area that is normally accessible to authorized persons only.",4.0,Armoured_cable_not_terminated_in_box.png
GA061,Open gas line connected to fuel supply with valve in off position (no cap/plug),4.0,Uncapped_gas_turret_pipe_.png
GA061,Open gas line connected to fuel supply with valve in off position (no cap/plug),4.0,Gas_turret_pipe_open.png
EL019,"Damage to equipment may result in overheating.
Unused openings in enclosures have not been closed",3.0,Metering_JB.png
GA085,Regulator vent not terminated as per manufacturers instruction,3.0,Line_regulator.png
EL006,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are not exposed to accidental contact; and
• in an area that is not normally accessible to persons.",2.0,Overhead_door_receptacle.png
EL141,"Installation of electrical equipment
Residential: 
AFCI protection has not been provided where required.",3.0,No_bond.png
EL085,"Equipment
Receptacles, outlet boxes, and junction boxes are not properly bonded",4.0,101.png
EL085,"Equipment
Receptacles, outlet boxes, and junction boxes are not properly bonded",4.0,104.png
EL085,"Equipment
Receptacles, outlet boxes, and junction boxes are not properly bonded",4.0,103.png
EL085,"Equipment
Receptacles, outlet boxes, and junction boxes are not properly bonded",4.0,105.png
EL085,"Equipment
Receptacles, outlet boxes, and junction boxes are not properly bonded",4.0,102.png
EL058,"Improper installation or location of equipment, conductors, cables or raceways
Equipment is subject to mechanical damage and adequate mechanical protection has not been provided",3.0,RV_receptacle_feed.png
BP120,"3.0.1 Safeties will not function - Safety devices not functional, by-passed or missing with no back up corresponding safety/ operating control device",5.0,Failed_Low_Water_Cut-Off_safety_device_.png
BP120,"3.0.1 Safeties will not function - Safety devices not functional, by-passed or missing with no back up corresponding safety/ operating control device",5.0,Damage.png
GA080,Line pressure regulator without required overpressure protection in place,3.0,5psi_regulator1.png
EL193,"Site condition, Risk Reg EL-20-2014
Energized, no qualified person, live parts.",5.0,Breakers_all_on_at_arrival.png
EL193,"Site condition, Risk Reg EL-20-2014
Energized, no qualified person, live parts.",5.0,Energized_conductors.png
EL193,"Site condition, Risk Reg EL-20-2014
Energized, no qualified person, live parts.",5.0,Energized_subpanel.png
EL193,"Site condition, Risk Reg EL-20-2014
Energized, no qualified person, live parts.",5.0,Energized_subpanel2.png
EL193,"Site condition, Risk Reg EL-20-2014
Energized, no qualified person, live parts.",5.0,Energized_exposed.png
EL193,"Site condition, Risk Reg EL-20-2014
Energized, no qualified person, live parts.",5.0,Altered_cord_end.png
EL193,"Site condition, Risk Reg EL-20-2014
Energized, no qualified person, live parts.",5.0,Heater_rec.png
EL193,"Site condition, Risk Reg EL-20-2014
Energized, no qualified person, live parts.",5.0,Main_red_tag.png
EL073,"Effective grounding
Bonding; 
service raceway, equipment, or enclosure has not been properly bonded.",4.0,2.png
EL073,"Effective grounding
Bonding; 
service raceway, equipment, or enclosure has not been properly bonded.",4.0,5.png
EL073,"Effective grounding
Bonding; 
service raceway, equipment, or enclosure has not been properly bonded.",4.0,3.png
EL073,"Effective grounding
Bonding; 
service raceway, equipment, or enclosure has not been properly bonded.",4.0,6.png
EL073,"Effective grounding
Bonding; 
service raceway, equipment, or enclosure has not been properly bonded.",4.0,1.png
EL073,"Effective grounding
Bonding; 
service raceway, equipment, or enclosure has not been properly bonded.",4.0,4.png
AM018,"Defects that are:
Reasonably detectable by maintenance program
Likely to propagate",2.0,Kamloops_train.png
GA081,Propane system regulator installed in a non-compliant manner which allows for re-liquefaction,3.0,Regs.png
EL124,"Installation of electrical equipment
Covers or canopies have not been installed.",4.0,No_panel_fillers.png
EL065,"General
Circuits have not been clearly marked or identified on panelboards, disconnecting means, switchboards, or similar equipment.",1.0,Panel_directory_incomplete.png
EL120,"Conductors
Cables, Raceways or conductors are damaged and need to be either replaced or repaired.",3.0,Location_of_damaged_cable.png
EL120,"Conductors
Cables, Raceways or conductors are damaged and need to be either replaced or repaired.",3.0,Damaged_Cable.png
BP131,"3.1.1 Safeties will not function - Pressure Relief Device


valve service or test intervals beyond the required interval outlined in CSA B-51",3.0,Relief_valve.png
EL123,"Installation of electrical equipment
Equipment is not approved for the specific use",3.0,30a_female_generator_receptacle.png
EL026,"Improper installation or location of equipment, conductors, cables or raceways
Equipment is subject to mechanical damage, and 
adequate mechanical protection has not been provided.",4.0,Consumer_service_conductors_not_properly_secured_and_protected_from_mechanical_protection.png
BP132,3.1.1 Safeties will not function - Pressure Relief Device indicates signs of leakage,3.0,Leaky_safety_valve.png
EL057,"Improper installation or location of equipment, conductors, cables or raceways
Enclosure is not rated for the environment or conditions of use",3.0,A.png
EL123,"Installation of electrical equipment
Equipment is not approved for the specific use",3.0,Afci_breakers_not_combination_type.png
EL120,"Conductors
Cables, Raceways or conductors are damaged and need to be either replaced or repaired.",3.0,NMD90_in_slab.png
EL080,"Installation
Grounding; 
electrode is not installed or properly installed.",4.0,Exposed_system_ground_plate.png
EL123,"Installation of electrical equipment
Equipment is not approved for the specific use",3.0,GFCI.png
EL000,No Created Hazard Identified,0.0,Primary_line_built_no_permit.png
EL133,"Installation of electrical equipment
General: 
improper polarity at receptacle.",3.0,Review.png
EL133,"Installation of electrical equipment
General: 
improper polarity at receptacle.",3.0,Garage.png
EL133,"Installation of electrical equipment
General: 
improper polarity at receptacle.",3.0,Rverse.png
EL133,"Installation of electrical equipment
General: 
improper polarity at receptacle.",3.0,Lo.png
BP131,"3.1.1 Safeties will not function - Pressure Relief Device


valve service or test intervals beyond the required interval outlined in CSA B-51",3.0,Safety_valve.png
EL179,"General Construction
Indoor:
Inadequate spacing from walls for transformer.",4.0,Charring.png
EL080,"Installation
Grounding; 
electrode is not installed or properly installed.",4.0,Main_system_ground_improperly_connected_to_equipment_bond.png
EL025,"Improper installation or location of equipment, conductors, cables or raceways
Raceways are not suitably drained, No expansion joint or not installed correctly.",3.0,Service_to_temporary_power_shed.png
EL025,"Improper installation or location of equipment, conductors, cables or raceways
Raceways are not suitably drained, No expansion joint or not installed correctly.",3.0,Service_pole.png
EL025,"Improper installation or location of equipment, conductors, cables or raceways
Raceways are not suitably drained, No expansion joint or not installed correctly.",3.0,Meter_base_on_pole.png
EL025,"Improper installation or location of equipment, conductors, cables or raceways
Raceways are not suitably drained, No expansion joint or not installed correctly.",3.0,Service_conduit_termination_on_top_of_meter_base.png
BP168,5.0.1 Operator non-compliance - Continuous supervision not provided by the certified operators (for plant requiring certified operators),3.0,Low_press_steam_hw_boiler.png
BP168,5.0.1 Operator non-compliance - Continuous supervision not provided by the certified operators (for plant requiring certified operators),3.0,Boiler_name_plate.png
EL124,"Installation of electrical equipment
Covers or canopies have not been installed.",4.0,Interior_outlet.png
EL124,"Installation of electrical equipment
Covers or canopies have not been installed.",4.0,Exterior_outlet.png
EL115,"Conductors, Risk Reg EL-15-2014
Cables, Raceways or conductors are not suitably sized for their intended use.",3.0,Interior_of_panel_in_mobile_home.png
EL115,"Conductors, Risk Reg EL-15-2014
Cables, Raceways or conductors are not suitably sized for their intended use.",3.0,Panel_directory_.png
EL115,"Conductors, Risk Reg EL-15-2014
Cables, Raceways or conductors are not suitably sized for their intended use.",3.0,Exterior_of_used_mobile_home.png
EL115,"Conductors, Risk Reg EL-15-2014
Cables, Raceways or conductors are not suitably sized for their intended use.",3.0,Panel_in_mobile_home.png
EL115,"Conductors, Risk Reg EL-15-2014
Cables, Raceways or conductors are not suitably sized for their intended use.",3.0,Dryer_circuit_has_parallel_12_awg_conductors.png
GA099,Non compliant Type B Vent Clearance,2.0,Oak_street.png
BP111,3.0.1 Safeties will not function - Pressure Relief Device under capacity,3.0,Burner_nameplate.png
EL140,"Installation of electrical equipment
Residential: 
receptacle within 1.5 m of a sink is not GFCI protected.",3.0,Power_supply_covers.png
EL140,"Installation of electrical equipment
Residential: 
receptacle within 1.5 m of a sink is not GFCI protected.",3.0,Outlet_sink.png
EL141,"Installation of electrical equipment
Residential: 
AFCI protection has not been provided where required.",3.0,Receptacles_in_4_bedrooms_no_afci.png
BP132,3.1.1 Safeties will not function - Pressure Relief Device indicates signs of leakage,3.0,LEAKY_SAFETY_VALVE.png
GA043,Certified appliance connector installed but not approved for application,2.0,Appliance_connector.png
EL003,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• bare live parts such as busbars, terminals, conductors are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",5.0,Breaker_panel_filler_missing_on_energized_distribution_panel_.png
EL006,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is energized; 
• covers or other protective barriers are not present or damaged; 
• live parts are not exposed to accidental contact; and
• in an area that is not normally accessible to persons.",2.0,Transformer.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,CT_.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,Open_electrical_equipment.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,Panel_with_no_cover.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,9.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,Sabotaged_feeder.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,5.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,10.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,8.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,3.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,7_sabotage_.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,6.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,Building_not_protected_from_weather.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,service_conduits_entering_top_of_switch.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,EMT_connector_on_ACWU.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,Connected_ballasts.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,Service_below_attachment_point_.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,Equipment_clearance_.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,Lighting_with_open_splices.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,Clearance_of_70mm.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,2.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,Service_dry_coupling.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,4.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,Lighting_open_splices.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,Electrical_room_and_mast.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,Unprotected_feeder_leaving_ground.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,1.png
EL002,"Equipment / Conductors are exposed to accidental contact by persons

Equipment is de-energized; 
• Equipment is intended to be energized and not adequately locked out; 
• covers or other protective barriers are not present or damaged; 
• live parts are exposed to accidental contact; and 
• in an area that is normally accessible to persons.",4.0,Sabotaged_cable.png
EL123,"Installation of electrical equipment
Equipment is not approved for the specific use",3.0,Ac90_located_in_concrete_floor.png
EL123,"Installation of electrical equipment
Equipment is not approved for the specific use",3.0,No_GFCI.png
GA077,Not installed according to certified installation instructions,2.0,Regulator_not_installed_as_per_manufacturers_installation_instructions.png
EL030,"Improper installation or location of equipment, conductors, cables or raceways
Condensation may become present in service equipment.",2.0,View01_service_.png
BP131,"3.1.1 Safeties will not function - Pressure Relief Device


valve service or test intervals beyond the required interval outlined in CSA B-51",3.0,Relief_valve_.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,101.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,105.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,103.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,104.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,102.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,100.png
EL112,"Conductors
Equipment is not approved for the specific use.",3.0,106.png
EL072,"Effective grounding
Bonding; 
metal boxes, cabinets, or covers are not bonded to ground",4.0,Plate_depth_confirmed_not_deep_enough.png
GA102,"Vent termination non-compliant over public sidewalk, grade, building opening or air supply inlet",3.0,Vent_term.png
EL031,"Improper installation or location of equipment, conductors, cables or raceways
Equipment is not suitable for the location",4.0,Service_conductors_exit_service_weather_head_in_an_upward_direction.png
EL031,"Improper installation or location of equipment, conductors, cables or raceways
Equipment is not suitable for the location",4.0,Side_of_house_where_service_is_located_.png
EL031,"Improper installation or location of equipment, conductors, cables or raceways
Equipment is not suitable for the location",4.0,Meter_base_and_service_conduit_on_exterior_of_house_.png
EL031,"Improper installation or location of equipment, conductors, cables or raceways
Equipment is not suitable for the location",4.0,Point_of_attachment_apprx_18_inches_above_service_head_where_conductors_exit_conduit_in_an_upward_direction.png
GA066,"Gas leak detected very minor odor present, able to pinpoint and isolate locally",3.0,Gas_regulator_undersized_for_appliance_load.png
GA066,"Gas leak detected very minor odor present, able to pinpoint and isolate locally",3.0,Loose__pipe_union_at_furnace_.png
BP131,"3.1.1 Safeties will not function - Pressure Relief Device


valve service or test intervals beyond the required interval outlined in CSA B-51",3.0,Air_compressor.png
BP131,"3.1.1 Safeties will not function - Pressure Relief Device


valve service or test intervals beyond the required interval outlined in CSA B-51",3.0,Pressure_relief_valve_.png
EL116,"Conductors, Risk Reg EL-15-2014
Misuse of flexible cords.",4.0,Fridge_and_extension_cord.png
EL116,"Conductors, Risk Reg EL-15-2014
Misuse of flexible cords.",4.0,Ext_cord_.png
EL153,"Installation of electrical equipment, Risk Reg EL-15-2014
Equipment is not approved for the specific use or location.",3.0,103.png
EL153,"Installation of electrical equipment, Risk Reg EL-15-2014
Equipment is not approved for the specific use or location.",3.0,104.png
EL153,"Installation of electrical equipment, Risk Reg EL-15-2014
Equipment is not approved for the specific use or location.",3.0,101.png
EL153,"Installation of electrical equipment, Risk Reg EL-15-2014
Equipment is not approved for the specific use or location.",3.0,105.png
EL153,"Installation of electrical equipment, Risk Reg EL-15-2014
Equipment is not approved for the specific use or location.",3.0,102.png
EL153,"Installation of electrical equipment, Risk Reg EL-15-2014
Equipment is not approved for the specific use or location.",3.0,100.png
GA018,Venting of pressure relief device indoors where source of ignition is present,5.0,Reynolds.png
GA089,No hydrostatic relief in liquid propane system where required,5.0,Rainbow2.png
GA089,No hydrostatic relief in liquid propane system where required,5.0,Rainbow1.png
BP195,"5.1.0 In service proc/process - Scale, sludge and sediment build up on waterside of boiler",3.0,LWCO_scale_sludge.png
BP111,3.0.1 Safeties will not function - Pressure Relief Device under capacity,3.0,SAFETY_VALVES.png
BP111,3.0.1 Safeties will not function - Pressure Relief Device under capacity,3.0,Safety_valves_for_boiler1.png
EL029,"Improper installation or location of equipment, conductors, cables or raceways
Inadequate Distances;
burial depth and protection for underground cables or raceways",3.0,View01_service_raceway.png
EL111,"Conductors
Temperature ratings for conductors are not appropriate for conditions of use",2.0,Item_2.png
EL111,"Conductors
Temperature ratings for conductors are not appropriate for conditions of use",2.0,Wiring_in_contact_with_heat_source.png
EL072,"Effective grounding
Bonding; 
metal boxes, cabinets, or covers are not bonded to ground",4.0,Exterior_of_mobile_home__.png
EL072,"Effective grounding
Bonding; 
metal boxes, cabinets, or covers are not bonded to ground",4.0,Interior_of_service_panel.png
EL072,"Effective grounding
Bonding; 
metal boxes, cabinets, or covers are not bonded to ground",4.0,Exterior_of_mobile_home_.png
EL072,"Effective grounding
Bonding; 
metal boxes, cabinets, or covers are not bonded to ground",4.0,Service_neutral_bonding_screw_is_missing.png
GA080,Line pressure regulator without required overpressure protection in place,3.0,Missing_limiter.png
EL123,"Installation of electrical equipment
Equipment is not approved for the specific use",3.0,Washroom_receptacle.png
