"","Insp_Number","Pmt_Number","CREATEDATE","ACTUALENDDATE","SO","Tech_Insp","Phy_Insp","PREFIX_INSPTYPE","DSCP_INSPTYPE","NAME_INSPSTATUS","SO_Evl_1","BCSA_Evl_1","Hzd_Svrty_1","Dscp_Hzd","COMMENTS","VERSIONNUMBER","Dscp_ImChkLstCtgy","AddressLine1_Insp","AddressLine2_Insp","AddressLine3_Insp","StreetType_Insp","City_Insp","Region_Insp","Province_Insp","PostalCode_Insp","Site_Lat","Site_Lon","RAP_Score","AppldDate_Pmt","PM_PERMIT_TYPE","PMTCLASS","PMTSTATUS","Pmt_Holder"
"2405","BPVOP-502832-2015","4432287","12/29/2015","9/9/2015","Doug Bramley","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","","","1 - Insignificant","","",1,"","2010","GLENN BPV",NA,"Drive","Vancouver","Lower Mainland North","BC","",NA,NA,NA,"6/30/2010","BPV - Operating","Hot Water Boiler","Active","City Of Vancouver"
"2406","BPVOP-437502-2015","4454204","9/8/2015","9/9/2015","Vladimir Revenko","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","2_Physical Inspection","","2 - Minor","Scale and deposits.","No maintenance program. No maintenance pe",1,"Rating Factors associated with operations","28243","TOWNSHIP LINE",NA,"Road","Abbotsford","Lower Mainland South","BC","V4X1P6",49,-12,378,"7/19/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Trademark Mushrooms"
"2407","BPVOP-464038-2015","4456489","10/21/2015","10/21/2015","Larry Malmgren","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","","","0 - Compliant","","",1,"","1000","COQUAWALDI",NA,"Road","Mackenzie","Northern","BC","V0J2C0",NA,NA,NA,"7/21/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Mackenzie Pulp Mill Corp"
"2408","BPVOP-464072-2015","4456490","10/21/2015","10/21/2015","Larry Malmgren","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","","","0 - Compliant","","",1,"","1000","COQUAWALDI",NA,"Road","Mackenzie","Northern","BC","V0J2C0",NA,NA,NA,"7/21/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Mackenzie Pulp Mill Corp"
"2409","BPVOP-475372-2015","4456491","11/9/2015","11/9/2015","Larry Malmgren","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"","1000","COQUAWALDI",NA,"Road","Mackenzie","Northern","BC","V0J2C0",NA,NA,NA,"7/21/2010","BPV - Operating","Digester","Active","Mackenzie Pulp Mill Corp"
"2410","BPVOP-466898-2015","4456512","10/26/2015","11/9/2015","Larry Malmgren","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"","1000","COQUAWALDI",NA,"Road","Mackenzie","Northern","BC","V0J2C0",NA,NA,124,"7/21/2010","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Mackenzie Pulp Mill Corp"
"2411","BPVOP-341981-2015","4456513","3/31/2015","3/26/2015","Surinder Morsara","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"Checklist for Boiler Technology","1000","COQUAWALDI",NA,"Road","Mackenzie","Northern","BC","V0J2C0",NA,NA,NA,"7/21/2010","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Mackenzie Pulp Mill Corp"
"2412","BPVOP-466893-2015","4456604","10/26/2015","11/9/2015","Larry Malmgren","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","","","0 - Compliant","","",1,"","1000","COQUAWALDI",NA,"Road","Mackenzie","Northern","BC","V0J2C0",NA,NA,180,"7/21/2010","BPV - Operating","Digester","Active","Mackenzie Pulp Mill Corp"
"2413","BPVSP-204489-2014","4456799","6/23/2014","5/12/2015","Trevor Emsley","BP","Y","BPVSP","BPV Special Plant Registration & Operation: Risk Assessed Audit Assessment","Passed","","","1 - Insignificant","","",NA,"","1151","ESQUIMALT",NA,"Road","Esquimalt","Vancouver Island","BC","V9A3N6",48,-12,NA,"7/21/2010","BPV - Special Plant Registration & Operation","General Supervision or Risk Assessed","Active","Accent Refrigeration Systems Ltd."
"2414","BPVOP-329933-2015","4460424","3/6/2015","3/6/2015","Don Bishop","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","2_Physical Inspection","","2 - Minor","","",1,"","4720","CAPILANO",NA,"Road","North Vancouver","Lower Mainland North","BC","V7R4K3",49,-12,NA,"7/27/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Cleveland Dry Cleaners"
"2415","BPVOP-046649-2013","4461393","8/4/2013","12/21/2015","Asif Zuberi","BP","Y","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Passed","","4_Mandatory","1 - Insignificant","","",NA,"","","PRECISION CO# 287",NA,"","Fort St. John","Northern","BC","",NA,NA,485,"7/28/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Cancelled","Precision Drilling, A Div Of Precision Drilling Canada"
"2416","BPVOP-002969-2013","4461453","4/18/2013","12/21/2015","Asif Zuberi","BP","N","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Cancelled","","4_Mandatory","","","",NA,"","386","RIG PRECISION",NA,"Field","Fort St. John","Northern","BC","",NA,NA,414,"7/28/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Cancelled","Precision Drilling, A Div Of Precision Drilling Canada"
"2417","BPVOP-002968-2013","4461474","4/18/2013","12/22/2015","Asif Zuberi","BP","N","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Cancelled","","4_Mandatory","","","",NA,"","385","RIG",NA,"Field","Fort Nelson","Northern","BC","",NA,NA,485,"7/28/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Cancelled","Precision Drilling, A Div Of Precision Drilling Canada"
"2418","BPVOP-002778-2013","4461516","4/18/2013","12/21/2015","Asif Zuberi","BP","N","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Cancelled","","4_Mandatory","","","",NA,"","385","Precision RIG",NA,"Field","Fort Nelson","Northern","BC","",NA,NA,485,"7/28/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Precision Drilling, A Div Of Precision Drilling Canada"
"2419","BPVOP-500316-2015","4461516","12/22/2015","12/24/2015","Asif Zuberi","BP","N","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Cancelled","","4_Mandatory","","","",NA,"","385","Precision RIG",NA,"Field","Fort Nelson","Northern","BC","",NA,NA,485,"7/28/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Precision Drilling, A Div Of Precision Drilling Canada"
"2420","BPVOP-002777-2013","4462438","4/18/2013","12/24/2015","Asif Zuberi","BP","Y","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Cancelled","","4_Mandatory","1 - Insignificant","","",NA,"","","PRECISION DRILL 314",NA,"","Fort St. John","Northern","BC","",NA,NA,485,"7/29/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Cancelled","Precision Well Servicing"
"2421","BPVOP-130127-2014","4463192","1/29/2014","2/18/2015","Jack Wellwood","BP","N","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Cancelled","","4_Mandatory","","","",NA,"","626","HUDSON BAY",NA,"Street","Hope","Lower Mainland South","BC","V0X1L4",NA,NA,335,"7/30/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Crook, Allan Jeffrey"
"2422","BPVOP-477933-2015","4463192","11/13/2015","11/5/2015","Richard Naysmith","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","2_Physical Inspection","","3 - Moderate","All pressure relief devices require periodic inspection, testing and service. I found no record of service or replacement for a fusible plug for the last 10 years on this steam boiler. Potential exists for the pressure relief device not functioning proper","",1,"Rating Factors associated with operations","626","HUDSON BAY",NA,"Street","Hope","Lower Mainland South","BC","V0X1L4",NA,NA,NA,"7/30/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Crook, Allan Jeffrey"
"2423","BPVOP-495504-2015","4464901","12/14/2015","12/5/2015","Ji Wang","BP","Y","BPVOP","BPV Operating: Special Request Assessment - Boiler","Passed","","","1 - Insignificant","","",1,"","9750","140TH",NA,"Street","Surrey","Lower Mainland South","BC","V3T4M5",49,-12,NA,"8/3/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Surrey Outpatient Care And Surgery Center"
"2424","BPVOP-495668-2015","4464904","12/14/2015","12/5/2015","Ji Wang","BP","Y","BPVOP","BPV Operating: Incident Assessment - Boiler","Passed","","","1 - Insignificant","","",1,"","9750","140TH",NA,"Street","Surrey","Lower Mainland South","BC","V3T4M5",49,-12,NA,"8/3/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Surrey Outpatient Care And Surgery Center"
"2425","BPVOP-002967-2013","4465174","4/18/2013","12/21/2015","Asif Zuberi","BP","Y","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Passed","","4_Mandatory","1 - Insignificant","","",NA,"","","PRECISION DRILL 42",NA,"","Fort St. John","Northern","BC","",NA,NA,485,"8/4/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Cancelled","Precision Drilling, A Div Of Precision Drilling Canada"
"2426","BPVSP-454392-2015","4480283","10/4/2015","9/23/2015","Mohd Sarker","BP","Y","BPVSP","BPV Special Plant Registration & Operation: Miscellaneous Assessment","Cancelled","2_Physical Inspection","","0 - Compliant","","",1,"","4910","GLACIER",NA,"Lane","Whistler","Lower Mainland North","BC","V0N1B4",NA,NA,NA,"8/10/2010","BPV - Special Plant Registration & Operation","General Supervision or Risk Assessed","Active","Toromont Industries Ltd. Dba Cimco Refrigeration"
"2427","BPVOP-482631-2015","4485652","11/22/2015","12/1/2015","Mohd Sarker","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","4910","GLACIER",NA,"Lane","Whistler","Lower Mainland North","BC","V0N1B4",50.1093429,-122.945558,191,"8/16/2010","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Whistler 2010 Sport Legacies Society"
"2428","BPVOP-482632-2015","4485653","11/22/2015","12/1/2015","Mohd Sarker","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","4910","GLACIER",NA,"Lane","Whistler","Lower Mainland North","BC","V0N1B4",50.1093429,-122.945558,191,"8/16/2010","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Whistler 2010 Sport Legacies Society"
"2429","BPVOP-488100-2015","4485654","12/1/2015","12/1/2015","Mohd Sarker","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","4910","GLACIER",NA,"Lane","Whistler","Lower Mainland North","BC","V0N1B4",50.1093429,-122.945558,NA,"8/16/2010","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Whistler 2010 Sport Legacies Society"
"2430","BPVOP-487491-2015","4485655","11/30/2015","12/1/2015","Mohd Sarker","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","4910","GLACIER",NA,"Lane","Whistler","Lower Mainland North","BC","V0N1B4",50.1093429,-122.945558,191,"8/16/2010","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Whistler 2010 Sport Legacies Society"
"2431","BPVOP-487495-2015","4485657","11/30/2015","12/1/2015","Mohd Sarker","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","4910","GLACIER",NA,"Lane","Whistler","Lower Mainland North","BC","V0N1B4",50.1093429,-122.945558,191,"8/16/2010","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Whistler 2010 Sport Legacies Society"
"2432","BPVOP-488111-2015","4485658","12/1/2015","12/1/2015","Mohd Sarker","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","4910","GLACIER",NA,"Lane","Whistler","Lower Mainland North","BC","V0N1B4",50.1093429,-122.945558,NA,"8/16/2010","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Whistler 2010 Sport Legacies Society"
"2433","BPVOP-487487-2015","4485659","11/30/2015","12/1/2015","Mohd Sarker","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","4910","GLACIER",NA,"Lane","Whistler","Lower Mainland North","BC","V0N1B4",50.1093429,-122.945558,191,"8/16/2010","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Whistler 2010 Sport Legacies Society"
"2434","BPVOP-488102-2015","4485660","12/1/2015","12/1/2015","Mohd Sarker","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","4910","GLACIER",NA,"Lane","Whistler","Lower Mainland North","BC","V0N1B4",50.1093429,-122.945558,NA,"8/16/2010","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Whistler 2010 Sport Legacies Society"
"2435","BPVOP-444574-2015","4485661","9/17/2015","12/1/2015","Mohd Sarker","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","4910","GLACIER",NA,"Lane","Whistler","Lower Mainland North","BC","V0N1B4",50.1093429,-122.945558,191,"8/16/2010","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Whistler 2010 Sport Legacies Society"
"2436","BPVOP-487494-2015","4485662","11/30/2015","12/1/2015","Mohd Sarker","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","4910","GLACIER",NA,"Lane","Whistler","Lower Mainland North","BC","V0N1B4",50.1093429,-122.945558,191,"8/16/2010","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Whistler 2010 Sport Legacies Society"
"2437","BPVOP-444570-2015","4485663","9/17/2015","12/1/2015","Mohd Sarker","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","4910","GLACIER",NA,"Lane","Whistler","Lower Mainland North","BC","V0N1B4",50.1093429,-122.945558,191,"8/16/2010","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Whistler 2010 Sport Legacies Society"
"2438","BPVOP-444573-2015","4485664","9/17/2015","12/1/2015","Mohd Sarker","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","4910","GLACIER",NA,"Lane","Whistler","Lower Mainland North","BC","V0N1B4",50.1093429,-122.945558,191,"8/16/2010","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Whistler 2010 Sport Legacies Society"
"2439","BPVOP-487492-2015","4485665","11/30/2015","12/1/2015","Mohd Sarker","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","4910","GLACIER",NA,"Lane","Whistler","Lower Mainland North","BC","V0N1B4",50.1093429,-122.945558,191,"8/16/2010","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Whistler 2010 Sport Legacies Society"
"2440","BPVOP-444571-2015","4485667","9/17/2015","12/1/2015","Mohd Sarker","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","4910","GLACIER",NA,"Lane","Whistler","Lower Mainland North","BC","V0N1B4",50.1093429,-122.945558,191,"8/16/2010","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Whistler 2010 Sport Legacies Society"
"2441","BPVOP-444572-2015","4485670","9/17/2015","12/1/2015","Mohd Sarker","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","4910","GLACIER",NA,"Lane","Whistler","Lower Mainland North","BC","V0N1B4",50.1093429,-122.945558,271,"8/16/2010","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Whistler 2010 Sport Legacies Society"
"2442","BPVOP-487483-2015","4485671","11/30/2015","12/1/2015","Mohd Sarker","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","4910","GLACIER",NA,"Lane","Whistler","Lower Mainland North","BC","V0N1B4",50.1093429,-122.945558,271,"8/16/2010","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Whistler 2010 Sport Legacies Society"
"2443","BPVOP-433395-2015","4487333","8/31/2015","8/26/2015","Gregory Endean","BP","Y","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Passed","","","0 - Compliant","","needs replacement",1,"Checklist for Boiler Technology","5160","LADNER TRUNK",NA,"Road","Ladner","Lower Mainland North","BC","V4K1W3",49,-12,NA,"8/18/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Busy Bee Cleaners"
"2444","BPVIN-444445-2015","4491593","9/17/2015","9/16/2015","Gregory Endean","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","","","1 - Insignificant","","",1,"Checklist for Boiler Technology","11950","88",NA,"Avenue","Delta","Lower Mainland North","BC","V4C3C8",49,-12,NA,"8/24/2010","BPV - Installation","Thermal Fluid & Steam Boiler","Closed","Neifer Installations (1968) Ltd"
"2445","BPVOP-111884-2013","4499586","12/15/2013","12/23/2015","Asif Zuberi","BP","N","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Cancelled","","4_Mandatory","","","",NA,"","3059","Trinidad drilling 4TH.",NA,"Street","Out Of Province","Lower Mainland North","BC","T9E8L1",NA,NA,485,"9/8/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Trinidad Drilling Ltd"
"2446","BPVOP-407878-2015","4500301","7/16/2015","7/15/2015","Mohd Sarker","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","2250","EDDINGTON",NA,"Street","Vancouver","Lower Mainland North","BC","V6L2E7",49,-12,142,"9/9/2010","BPV - Operating","Unfired Pressure Vessel - Regular","Active","School District 39 - Vancouver School Board"
"2447","BPVOP-490668-2015","4502899","12/6/2015","6/11/2015","Bing Hu","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","9388","TOWER",NA,"Road","Burnaby","Lower Mainland North","BC","V5A4Y5",49,-12,NA,"9/13/2010","BPV - Operating","Hot Water Boiler","Active","School District 41"
"2448","BPVOP-132852-2014","4515740","2/4/2014","2/18/2015","Don Bishop","BP","N","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Cancelled","","4_Mandatory","","","",NA,"","4590","CANADA",NA,"Way","Burnaby","Lower Mainland North","BC","V5G1J6",49,-12,279,"9/15/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Active","K-Bro Linen Systems Inc."
"2449","BPVOP-339458-2015","4519748","3/25/2015","3/31/2015","Vladimir Revenko","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","33835","GEORGE FERGUSON WAY",NA,"Street","Abbotsford","Lower Mainland South","BC","V2S2M7",49,-12,82,"9/22/2010","BPV - Operating","Unfired Pressure Vessel - Regular","Expired","Fraser Valley Transloading"
"2450","BPVOP-339463-2015","4519758","3/25/2015","3/31/2015","Vladimir Revenko","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","2_Physical Inspection","","2 - Minor","Minor sludge and corrosion on the internal parts. Nothing serious.","",1,"","33835","GEORGE FERGUSON WAY",NA,"Street","Abbotsford","Lower Mainland South","BC","V2S2M7",49,-12,373,"9/22/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Expired","Fraser Valley Transloading"
"2451","BPVOP-416318-2015","4520938","7/30/2015","7/29/2015","Mohd Sarker","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","725","PARK ROYAL",NA,"Road","West Vancouver","Lower Mainland North","BC","V7T1H9",49,-12,NA,"9/23/2010","BPV - Operating","Hot Water Boiler","Active","Hudson's Bay Co"
"2452","BPVOP-490672-2015","4528289","12/6/2015","6/11/2015","Bing Hu","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","9388","TOWER",NA,"Road","Burnaby","Lower Mainland North","BC","V5A4Y5",49,-12,NA,"10/5/2010","BPV - Operating","Hot Water Boiler","Active","School District 41"
"2453","BPVOP-306370-2015","4531074","1/23/2015","1/21/2015","Marcel Gauthier","BP","Y","BPVOP","BPV Operating: Special Request Assessment - Boiler","Failed","2_Physical Inspection","","1 - Insignificant","","",1,"","2555","TACHIE",NA,"Road","Fort St. James","Northern","BC","V0J1P0",54.4835823,-124.2091618,NA,"10/8/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Apollo Forest Products Ltd"
"2454","BPVOP-367405-2015","4531074","5/21/2015","5/20/2015","Marcel Gauthier","BP","Y","BPVOP","BPV Operating: Special Request Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","2555","TACHIE",NA,"Road","Fort St. James","Northern","BC","V0J1P0",54.4835823,-124.2091618,NA,"10/8/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Apollo Forest Products Ltd"
"2455","BPVOP-056638-2013","4545328","8/29/2013","12/23/2015","Asif Zuberi","BP","N","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Cancelled","","4_Mandatory","","","",NA,"","","Nabors FORT ST. JOHN / FORT NELSON",NA,"Field","Out Of Province","Lower Mainland North","BC","",NA,NA,414,"10/14/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Cancelled","C&J Energy Services, Inc."
"2456","BPVOP-084086-2013","4545341","10/23/2013","12/23/2015","Asif Zuberi","BP","N","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Cancelled","","4_Mandatory","","","",NA,"","","NE BC",NA,"","Out Of Province","Lower Mainland North","BC","",NA,NA,415,"10/14/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Cancelled","C&J Energy Services, Inc."
"2457","BPVOP-002964-2013","4550928","4/18/2013","10/6/2015","Asif Zuberi","BP","N","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Cancelled","","4_Mandatory","","","",NA,"","","NABORS DRILL RIG #34",NA,"","Fort St. John","Northern","BC","",NA,NA,485,"10/22/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Cancelled","Nabors Drilling"
"2458","BPVOP-368002-2015","4551106","5/22/2015","5/20/2015","Mohd Sarker","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","2_Physical Inspection","","1 - Insignificant","During inspection I did not find any documented evidence of checks or test of safety relief valve. Documented evidence of checks or system test is required to ensure that safety devices and controls are operational.","",1,"","1135","CHEAKAMUS LAKE",NA,"Road","Whistler","Lower Mainland North","BC","V0N1B0",50.116749,-122.9536531,NA,"10/22/2010","BPV - Operating","Hot Water Boiler","Active","Resort Municipality of Whistler"
"2459","BPVOP-367969-2015","4551107","5/22/2015","5/20/2015","Mohd Sarker","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","1135","CHEAKAMUS LAKE",NA,"Road","Whistler","Lower Mainland North","BC","V0N1B0",50.116749,-122.9536531,NA,"10/22/2010","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Resort Municipality of Whistler"
"2460","BPVOP-367981-2015","4551108","5/22/2015","5/20/2015","Mohd Sarker","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","1135","CHEAKAMUS LAKE",NA,"Road","Whistler","Lower Mainland North","BC","V0N1B0",50.116749,-122.9536531,NA,"10/22/2010","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Resort Municipality of Whistler"
"2461","BPVOP-084093-2013","4554427","10/23/2013","12/23/2015","Asif Zuberi","BP","N","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Cancelled","","4_Mandatory","","","",NA,"","","NE BC",NA,"","Out Of Province","Lower Mainland North","BC","",NA,NA,403,"10/27/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Cancelled","C&J Energy Services, Inc."
"2462","BPVOP-047012-2013","4559120","8/6/2013","12/21/2015","Asif Zuberi","BP","N","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Cancelled","","4_Mandatory","","","",NA,"","","PRECISION CO# 267",NA,"","Fort St. John","Northern","BC","",NA,NA,415,"11/3/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Cancelled","Precision Drilling, A Div Of Precision Drilling Canada"
"2463","BPVOP-490298-2015","4559218","12/4/2015","12/4/2015","Gregory Endean","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","","","0 - Compliant","","",1,"","5800","MOUNTAIN VIEW",NA,"Boulevard","Delta","Lower Mainland North","BC","V4K3V6",49,-12,NA,"11/3/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Delta Hospital"
"2464","BPVIN-469557-2015","4574329","10/29/2015","10/29/2015","Mohd Sarker","BP","Y","BPVIN","BPV Installation: Installation Assessment - Boiler","Passed","2_Physical Inspection","","2 - Minor","Safety Devices installed contrary to the manufacturer instructions and or applicable Standards but present and functioning.","Upon assessment it is determined that low",1,"Non-Compliances for Boiler Technology","111","1",NA,"Street","North Vancouver","Lower Mainland North","BC","V7L1B1",49,-12,NA,"11/10/2010","BPV - Installation","Hot Water Boiler","Closed","Lillie Family Heating & Plumbing Ltd."
"2465","BPVIN-469568-2015","4574329","10/29/2015","10/29/2015","Mohd Sarker","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","2_Physical Inspection","","2 - Minor","Safety Devices installed contrary to the manufacturer instructions and or applicable Standards but present and functioning.","Upon assessment it is determined that low",1,"Non-Compliances for Boiler Technology","111","1",NA,"Street","North Vancouver","Lower Mainland North","BC","V7L1B1",49,-12,NA,"11/10/2010","BPV - Installation","Hot Water Boiler","Closed","Lillie Family Heating & Plumbing Ltd."
"2466","BPVIN-482175-2015","4576923","11/20/2015","12/2/2015","Florin Moldovan","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","No operating permit since 2010.",1,"Administrative Findings","2020","LONDON",NA,"Lane","Whistler","Lower Mainland North","BC","V0N0A0",50.0957706,-122.9894733,0,"11/15/2010","BPV - Installation","Hot Water Boiler","Closed","Esc Automation Inc."
"2467","BPVOP-084096-2013","4579193","10/23/2013","12/23/2015","Asif Zuberi","BP","N","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Cancelled","","4_Mandatory","","","",NA,"","","NE BC",NA,"","Out Of Province","Lower Mainland North","BC","",NA,NA,415,"11/18/2010","BPV - Operating","Thermal Fluid & Steam Boiler","Cancelled","C&J Energy Services, Inc."
