"","Insp_Number","Pmt_Number","CREATEDATE","ACTUALENDDATE","SO","Tech_Insp","Phy_Insp","PREFIX_INSPTYPE","DSCP_INSPTYPE","NAME_INSPSTATUS","SO_Evl_1","BCSA_Evl_1","Hzd_Svrty_1","Dscp_Hzd","COMMENTS","VERSIONNUMBER","Dscp_ImChkLstCtgy","AddressLine1_Insp","AddressLine2_Insp","AddressLine3_Insp","StreetType_Insp","City_Insp","Region_Insp","Province_Insp","PostalCode_Insp","Site_Lat","Site_Lon","RAP_Score","AppldDate_Pmt","PM_PERMIT_TYPE","PMTCLASS","PMTSTATUS","Pmt_Holder"
"4823","BPVIN-576581-2016","BPV-386720-2016","5/13/2016","7/26/2016","Vladimir Revenko","BP","Y","BPVIN","BPV Installation: Construction & Piping Assessment - REF/PV","Cancelled","2_Physical Inspection","","0 - Compliant","","The Licensed boiler contractor did not in",1,"Non-Compliances for Boiler Technology","31894","Marshall",NA,"Road","Abbotsford","Lower Mainland South","BC","V2T5Z9",49.0356501,-122.3383596,47,"5/12/2016","BPV - Installation","Refrigeration","Closed","Toromont Industries Ltd. Dba Cimco Refrigeration"
"4824","BPVIN-617592-2016","BPV-386720-2016","7/25/2016","7/26/2016","Vladimir Revenko","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","Welds were found painted.",1,"Non-Compliances for Boiler Technology","31894","Marshall",NA,"Road","Abbotsford","Lower Mainland South","BC","V2T5Z9",49.0356501,-122.3383596,47,"5/12/2016","BPV - Installation","Refrigeration","Closed","Toromont Industries Ltd. Dba Cimco Refrigeration"
"4825","BPVOP-626894-2016","2252570","8/8/2016","7/26/2016","Corey Phelps","BP","Y","BPVOP","BPV Operating: Repair Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","4501","FARSTAD",NA,"Way","Skookumchuck","Interior","BC","V0B2E0",NA,NA,324,"4/28/1993","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Skookumchuck Pulp Inc."
"4826","BPVIN-615769-2016","BPV-376274-2016","7/20/2016","7/26/2016","Michael Cully","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Failed","2_Physical Inspection","","3 - Moderate","A person may be seriously injured if they are working on a boiler with the power OFF and someone inadvertently switches the power back on because the switch was not locked in the OPEN position.","Provide a means of locking the local powe",1,"Non-Compliances for Boiler Technology","6588","Southoaks",NA,"Crescent","Burnaby","Lower Mainland North","BC","V5E4K1",49.2182311,-122.9686378,177,"4/13/2016","BPV - Installation","Hot Water Boiler","Closed","Dms Mechanical Ltd."
"4827","BPVIN-618628-2016","BPV-307369-2015","7/26/2016","7/26/2016","Richard Naysmith","BP","Y","BPVIN","BPV Installation: Installation Assessment - REF/PV","Failed","2_Physical Inspection","","1 - Insignificant","","Machine room door shall open outwards fro",1,"Non-Compliances for Boiler Technology","45600","Menholm",NA,"Road","Chilliwack","Lower Mainland South","BC","V2P1P7",49.1657471,-121.9616959,211,"10/30/2015","BPV - Installation","Refrigeration","Active","Black & Mcdonald Ltd"
"4828","BPVOP-629211-2016","2252570","8/11/2016","7/26/2016","Corey Phelps","BP","Y","BPVOP","BPV Operating: Miscellaneous Assessment - Boiler","Passed","2_Physical Inspection","","2 - Minor","High pressure steam boiler, 900psi. Seals on the external adjustments of the superheater safety valves were not present. This creates a risk of tampering or change in setting. Improper setting may result in damage to equipment or injury to personnel.","",1,"Non-Compliances for Boiler Technology","4501","FARSTAD",NA,"Way","Skookumchuck","Interior","BC","V0B2E0",NA,NA,NA,"4/28/1993","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Skookumchuck Pulp Inc."
"4829","BPVOP-617332-2016","BPV-332026-2016","7/22/2016","7/26/2016","Bing Hu","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","27222","Lougheed",NA,"Highway","Maple Ridge","Lower Mainland North","BC","V2W0C9",49.174303,-122.4598883,NA,"1/6/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Advanced Flow Systems Inc."
"4830","BPVOP-606225-2016","BPV-344357-2016","7/6/2016","7/26/2016","Asif Zuberi","BP","Y","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Cancelled","","4_Mandatory","1 - Insignificant","","",NA,"","Loc:","YOUNGER HEAT MEDIUM MODULE",NA,"","Taylor","Northern","BC","V0C2K0",NA,NA,485,"2/10/2016","BPV - Operating","Thermal Fluid & Steam Boiler","Cancelled","Altagas Processing Partnership"
"4831","BPVOP-619069-2016","2297391","7/26/2016","7/26/2016","Gregory Endean","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Failed","","","4 - Major","Flow switch did not function on test.  This is a back up safety device to the Low water cut out.  The risk is the hot water boiler will continue to fire on a no flow condition and overheat the boiler metal to failure causing a rapid release of stored ener","flow switch failed to operate on test.  n",1,"Non-Compliances for Boiler Technology","8111","RYAN",NA,"Road","Richmond","Lower Mainland North","BC","V7A2E4",49.1384744,-123.1351362,NA,"9/7/2000","BPV - Operating","Hot Water Boiler","Active","Murray Hill Developments"
"4832","BPVOP-619081-2016","4147867","7/26/2016","7/26/2016","Asif Zuberi","BP","Y","BPVOP","BPV Operating: Compliance Assessment - Boiler","Passed","","","0 - Compliant","","",1,"","","Clean Harbors EVEREADY UNIT 6",NA,"Run","Fort St. John","Northern","BC","",56.234627,-120.7838205,NA,"10/5/2009","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Clean Harbors"
"4833","BPVOP-619092-2016","2287296","7/26/2016","7/26/2016","Gregory Endean","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Failed","","","4 - Major","Flow switch did not function on test.  This is a back up safety device to the Low water cut out.  The risk is the hot water boiler will continue to fire on a no flow condition and overheat the boiler metal to failure causing a rapid release of stored ener","Low water cut out did not shut the boiler",1,"Non-Compliances for Boiler Technology","8091","RYAN",NA,"Road","Richmond","Lower Mainland North","BC","V7A2E4",49.1384744,-123.1351362,NA,"3/17/1995","BPV - Operating","Hot Water Boiler","Active","Murray Hill Developments"
"4834","BPVOP-619107-2016","2297380","7/26/2016","7/26/2016","Gregory Endean","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Failed","","","4 - Major","Flow switch did not function on test.  This is a back up safety device to the Low water cut out.  The risk is the hot water boiler will continue to fire on a no flow condition and overheat the boiler metal to failure causing a rapid release of stored ener","",1,"","8151","RYAN",NA,"Road","Richmond","Lower Mainland North","BC","V7A2E4",49.1384744,-123.1351362,NA,"9/7/2000","BPV - Operating","Hot Water Boiler","Active","Murray Hill Developments"
"4835","BPVOP-526602-2016","2289668","2/12/2016","7/26/2016","Robert Collins","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Failed","2_Physical Inspection","","3 - Moderate","Operating machine mounted air receiver greater than 20 years has not complied with the conditions set forth in the Safety Order SO-B6 0505303.","Owner was given Safety Order SO-B6 050530",2,"Non-Compliances for Boiler Technology","2396","4TH",NA,"Avenue","Vancouver","Lower Mainland North","BC","V6K1P1",49.2682413,-123.1597528,133,"9/14/1995","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Tuesday's Cleaners"
"4836","BPVIN-618416-2016","BPV-412840-2016","7/25/2016","7/26/2016","Florin Moldovan","BP","Y","BPVIN","BPV Installation: Piping Assessment","Passed","2_Physical Inspection","","0 - Compliant","","< 3 NPS",1,"Checklists for Boiler Technology","950","Cross Creek",NA,"Road","West Vancouver","Lower Mainland North","BC","V7S2S5",49.3448453,-123.1458742,221,"7/18/2016","BPV - Installation","Refrigeration","Closed","All Weather Refrigeration & A/C Ltd."
"4837","BPVOP-620591-2016","2252979","7/28/2016","7/27/2016","Marcel Gauthier","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","19479","HIGHWAY 16",NA,"","Burns Lake","Northern","BC","V0J1E0",NA,NA,NA,"7/20/1991","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Babine Forest Products Ltd"
"4838","BPVOP-621463-2016","BPV-335578-2016","7/29/2016","7/27/2016","Grover Sharp","BP","N","BPVOP","BPV Operating: Shop Inspection","Passed","","","N/A - Not Applicable","","",1,"","11588","KINGSTON",NA,"Street","Maple Ridge","Lower Mainland North","BC","V2X9J8",49.2133859,-122.6644624,NA,"1/18/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Enermax Mountain Manufacturing Ltd"
"4839","BPVOP-619904-2016","BPV-335585-2016","7/27/2016","7/27/2016","Grover Sharp","BP","N","BPVOP","BPV Operating: Shop Inspection","Passed","","","N/A - Not Applicable","","",1,"","43676","PROGRESS",NA,"Way","Chilliwack","Lower Mainland South","BC","V2R0C3",49.1472765,-122.0181471,NA,"1/18/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Clean Energy Compression Corporation"
"4840","BPVOP-622025-2016","UW-414680-2016","8/2/2016","7/27/2016","Terry Behm","BP","Y","BPVOP","BPV Operating: Miscellaneous Assessment - REF/PV","Failed","2_Physical Inspection","","N/A - Not Applicable","","",1,"","650","Georgia",NA,"Street","Vancouver","Lower Mainland North","BC","V6B4N7",49.2820904,-123.1177324,NA,"7/21/2016","Unpermitted Work","BPV","Active","Iberdrola Energy Projects Canada Corporation"
"4841","BPVIN-620571-2016","UW-417509-2016","7/28/2016","7/27/2016","Marcel Gauthier","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Failed","2_Physical Inspection","","3 - Moderate","pressure relief device requires servicing, and could cause equipment damage if left unattended","",1,"","19479","Highway 16",NA,"Highway","Burns Lake","Northern","BC","VoJ1E0",NA,NA,NA,"7/28/2016","Unpermitted Work","BPV","Active","Babine Forest Products Ltd"
"4842","BPVOP-622064-2016","UW-419178-2016","8/2/2016","7/27/2016","Terry Behm","BP","N","BPVOP","BPV Operating: Miscellaneous Assessment - REF/PV","Initial","","","","","",1,"","458","Bic",NA,"Drive","Prince George","Northern","BC","V2M0A6",53.9219349,-122.812055,NA,"8/2/2016","Unpermitted Work","BPV","Active","Integrity Welding Ltd"
"4843","BPVIN-638702-2016","UW-428773-2016","8/25/2016","7/27/2016","Marcel Gauthier","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","19479","Highway 16",NA,"","Burns Lake","Northern","BC","V0J1E0",NA,NA,NA,"8/25/2016","Unpermitted Work","BPV","Closed","Babine Forest Products Ltd"
"4844","BPVOP-620238-2016","BPV-407173-2016","7/28/2016","7/27/2016","Robert Collins","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","1480","CLIVEDEN",NA,"Avenue","Delta","Lower Mainland South","BC","V3M6K2",49.1665072,-122.9636244,NA,"7/5/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Gasmaster Industries Ltd."
"4845","BPVOP-619515-2016","2274974","7/27/2016","7/27/2016","Florin Moldovan","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Passed","","","0 - Compliant","","",2,"Checklists for Boiler Technology","1244","MARINE",NA,"Drive","North Vancouver","Lower Mainland North","BC","V7P1T2",49.323895,-123.1090147,NA,"1/2/1986","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Valiant Cleaners"
"4846","BPVIN-542581-2016","BPV-358234-2016","3/11/2016","7/27/2016","Florin Moldovan","BP","N","BPVIN","BPV Installation: Installation Assessment - Boiler","Cancelled","","","","","",1,"","1009","Centennial",NA,"Way","Squamish","Lower Mainland North","BC","V8B0E2",49.7255928,-123.1418193,0,"3/8/2016","BPV - Installation","Refrigeration","Closed","Fraser Valley Refrigeration Ltd"
"4847","BPVIN-615236-2016","BPV-358234-2016","7/20/2016","7/27/2016","Florin Moldovan","BP","N","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Cancelled","","","","","",1,"","1009","Centennial",NA,"Way","Squamish","Lower Mainland North","BC","V8B0E2",49.7255928,-123.1418193,0,"3/8/2016","BPV - Installation","Refrigeration","Closed","Fraser Valley Refrigeration Ltd"
"4848","BPVIN-224111-2014","BPV-145434-2014","8/1/2014","7/27/2016","Michael Cully","BP","Y","BPVIN","BPV Installation: Installation Assessment - Boiler","Initial","2_Physical Inspection","","","","",1,"Checklist for Boiler Technology","4180","Lougheed",NA,"Highway","Burnaby","Lower Mainland North","BC","V5C6A7",49.2654106,-123.0110328,0,"7/31/2014","BPV - Installation","Hot Water Boiler","Active","Bc Boilers Services Ltd"
"4849","BPVIN-587855-2016","UW-391588-2016","6/2/2016","7/27/2016","Florin Moldovan","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","1561","Oxford",NA,"Street","North Vancouver","Lower Mainland North","BC","V7J1E6",49.305596,-123.030745,NA,"5/26/2016","Unpermitted Work","BPV","Closed","Darwin Properties"
"4850","BPVIN-611127-2016","BPV-400235-2016","7/13/2016","7/27/2016","Florin Moldovan","BP","N","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Cancelled","","","","","",1,"","1561","Oxford",NA,"Street","North Vancouver","Lower Mainland North","BC","V7J1E6",49.305596,-123.030745,35,"6/20/2016","BPV - Installation","Hot Water Boiler","Active","All-Pro Services Ltd"
"4851","BPVIN-605139-2016","BPV-379113-2016","7/4/2016","7/27/2016","Bart Wojtkiewicz","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Failed","2_Physical Inspection","","3 - Moderate","A domestic hot water expansion tank installed in  mechanical room of a care facility had what appeared to be a pressure relieving device. No marking could be found on the device. A pressure reliving device is required on the tank with appropriate making.","The provided MDR did not match the serial",1,"Non-Compliances for Boiler Technology","777","Jones",NA,"Street","Qualicum Beach","Vancouver Island","BC","V9K2L1",49.3442094,-124.4491341,0,"4/21/2016","BPV - Installation","Hot Water Boiler","Closed","Bayside Mechanical Ltd"
"4852","BPVIN-446725-2015","BPV-289681-2015","9/22/2015","7/27/2016","Gregory Endean","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","2_Physical Inspection","","0 - Compliant","","",1,"Checklist for Boiler Technology","10991","Shelbridge",NA,"Way","Richmond","Lower Mainland North","BC","V6X3C6",49.1877466,-123.1035482,0,"9/15/2015","BPV - Installation","Hot Water Boiler","Active","Somatic Hvac Solutions Ltd"
"4853","BPVOP-615246-2016","BPV-387699-2016","7/20/2016","7/27/2016","Ji Wang","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","1575","KINGSWAY",NA,"Avenue","Port Coquitlam","Lower Mainland North","BC","V3C4E5",49.2509335,-122.7580388,NA,"5/16/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Ellett Industries Limited"
"4854","BPVIN-619578-2016","BPV-358234-2016","7/27/2016","7/27/2016","Florin Moldovan","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"Checklists for Boiler Technology","1009","Centennial",NA,"Way","Squamish","Lower Mainland North","BC","V8B0E2",49.7255928,-123.1418193,149,"3/8/2016","BPV - Installation","Refrigeration","Closed","Fraser Valley Refrigeration Ltd"
"4855","BPVIN-619773-2016","BPV-358234-2016","7/27/2016","7/27/2016","Florin Moldovan","BP","Y","BPVIN","BPV Installation: Piping Assessment","Failed","2_Physical Inspection","","3 - Moderate","Upon the assessment of a Ammonia Condenser with MAWP of 250 psig, the visual welding inspection failed as per ASME B 31.5.","Demonstrate Compliance.",1,"Non-Compliances for Boiler Technology","1009","Centennial",NA,"Way","Squamish","Lower Mainland North","BC","V8B0E2",49.7255928,-123.1418193,NA,"3/8/2016","BPV - Installation","Refrigeration","Closed","Fraser Valley Refrigeration Ltd"
"4856","BPVOP-619712-2016","2922255","7/27/2016","7/27/2016","Bart Wojtkiewicz","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Failed","2_Physical Inspection","","0 - Compliant","","The tag attached to the safety valve show",1,"Non-Compliances for Boiler Technology","777","JONES",NA,"Road","Qualicum Beach","Vancouver Island","BC","V9K2L1",49.3442094,-124.4491341,NA,"2/2/2005","BPV - Operating","Hot Water Boiler","Active","Eagle Park Health Care"
"4857","BPVOP-619700-2016","2977887","7/27/2016","7/27/2016","Bart Wojtkiewicz","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"Checklists for Boiler Technology","777","JONES",NA,"Road","Qualicum Beach","Vancouver Island","BC","V9K2L1",49.3442094,-124.4491341,NA,"4/22/2005","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Eagle Park Health Care"
"4858","BPVOP-619703-2016","2256225","7/27/2016","7/27/2016","Bart Wojtkiewicz","BP","N","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Cancelled","","","","","",1,"","777","JONES",NA,"Road","Qualicum Beach","Vancouver Island","BC","V9K2L1",49.3442094,-124.4491341,NA,"3/1/1996","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Eagle Park Health Care"
"4859","BPVOP-619717-2016","2277916","7/27/2016","7/27/2016","Bart Wojtkiewicz","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Failed","2_Physical Inspection","","0 - Compliant","","No proof of servicing or replacement was",1,"Non-Compliances for Boiler Technology","777","JONES",NA,"Road","Qualicum Beach","Vancouver Island","BC","V9K2L1",49.3442094,-124.4491341,NA,"12/3/1987","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Eagle Park Health Care"
"4860","BPVOP-617042-2016","BPV-339753-2016","7/22/2016","7/27/2016","Bing Hu","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","19087","96th",NA,"Avenue","Surrey","Lower Mainland South","BC","V4N3P2",49.1771221,-122.6933799,NA,"1/27/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Wellons Canada Corp"
"4861","BPVIN-577193-2016","UW-387327-2016","5/15/2016","7/27/2016","Bart Wojtkiewicz","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Failed","2_Physical Inspection","","3 - Moderate","An expansion tank on a boiler heating system was not secured to the foundation. In an event of a disaster such as an earthquake the vessel would be allowed to move freely on the concrete floor. This may cause a rupture of the vessel or the piping. The sys","No anchor bolts were found on the vessel",1,"Non-Compliances for Boiler Technology","401","Moilliet",NA,"Street","Parksville","Vancouver Island","BC","V9P2G9",49.2499198,-124.7822991,NA,"5/15/2016","Unpermitted Work","BPV","Closed","Trillium Lodge"
"4862","BPVIN-620629-2016","BPV-368304-2016","7/28/2016","7/27/2016","Markus Kootnikoff","BP","Y","BPVIN","BPV Installation: Construction & Piping Assessment - Boiler","Passed","2_Physical Inspection","","1 - Insignificant","","",1,"","7476","HEDLEY",NA,"Avenue","Burnaby","Lower Mainland North","BC","V5E2P9",49.2151589,-122.9673077,NA,"3/18/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Gisborne Industrial Construction Ltd."
"4863","BPVIN-456545-2015","BPV-289681-2015","10/7/2015","7/27/2016","Gregory Endean","BP","Y","BPVIN","BPV Installation: Installation Assessment - Boiler","Failed","2_Physical Inspection","","3 - Moderate","New boiler has safety valve setting at 30 psi as the boiler is rated to only 30 psi maximum.   Existing boiler on a common heating system installed previously has a 50 psi setting.  This does not allow for protection on a common heating system of the lowe","Safety relief valve on previous boller se",1,"Non-Compliances for Boiler Technology","10991","Shelbridge",NA,"Way","Richmond","Lower Mainland North","BC","V6X3C6",49.1877466,-123.1035482,0,"9/15/2015","BPV - Installation","Hot Water Boiler","Active","Somatic Hvac Solutions Ltd"
"4864","BPVOP-620874-2016","BPV-354025-2016","7/28/2016","7/27/2016","Gregory Endean","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","441","DERWENT",NA,"Place","Delta","Lower Mainland South","BC","V3M5Y9",49.1617921,-122.9474553,NA,"2/29/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Axton Incorporated"
"4865","BPVIN-619737-2016","BPV-417053-2016","7/27/2016","7/27/2016","Gregory Endean","BP","N","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Cancelled","","","","","",1,"","10991","SHELLBRIDGE",NA,"Way","Richmond","Lower Mainland North","BC","V6X3C6",49.1877466,-123.1035482,NA,"7/27/2016","BPV � PV Application","BPV","Cancelled","Sun Life Assurance Company Of Canada"
"4866","BPVIN-619967-2016","UW-417187-2016","7/27/2016","7/27/2016","Vladimir Revenko","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Passed","2_Physical Inspection","","2 - Minor","","A Hot Water Boiler was found connected an",1,"Non-Compliances for Boiler Technology","27450","55",NA,"Avenue","Langley","Lower Mainland South","BC","V4W3Y1",49.1016777,-122.4633092,NA,"7/27/2016","Unpermitted Work","BPV","Closed","Royal Group Inc."
"4867","BPVOP-642677-2016","Federal. Unit PV67P0282","9/1/2016","7/28/2016","Paramjit Banga","BP","N","BPVOP","BPV Operating: Federal Inspection - REF/PV","Initial","","","","","",1,"","349","GEORGIA",NA,"Street","Vancouver","Lower Mainland North","BC","V6B1Z1",49.2802784,-123.1147002,NA,"2/27/2004","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Canada Post - South Central LLP"
"4868","BPVOP-622096-2016","UW-419197-2016","8/2/2016","7/28/2016","Terry Behm","BP","Y","BPVOP","BPV Operating: Miscellaneous Assessment - Boiler","Initial","2_Physical Inspection","","0 - Compliant","","",1,"","1111","Melville",NA,"Street","Vancouver","Lower Mainland North","BC","V6E3V6",49.2868232,-123.1221176,NA,"8/2/2016","Unpermitted Work","BPV","Active","Barkerville Gold Mines Ltd"
"4869","BPVOP-621058-2016","BPV-407164-2016","7/29/2016","7/28/2016","Robert Collins","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","660","CALDEW",NA,"Street","Delta","Lower Mainland South","BC","V3M5S2",49.1777302,-122.9311083,NA,"7/5/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Ideal Welders Limited"
"4870","BPVOP-621071-2016","BPV-407173-2016","7/29/2016","7/28/2016","Robert Collins","BP","Y","BPVOP","BPV Operating: Shop Inspection","Passed","2_Physical Inspection","","0 - Compliant","","",1,"","1480","CLIVEDEN",NA,"Avenue","Delta","Lower Mainland South","BC","V3M6K2",49.1665072,-122.9636244,NA,"7/5/2016","BPV - Special Assessment","Federal / Provincial / MOU / Hazard Elimination","Active","Gasmaster Industries Ltd."
"4871","BPVOP-620292-2016","2275728","7/28/2016","7/28/2016","Robert Collins","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Failed","2_Physical Inspection","","3 - Moderate","Equipment room wood floor is rotting through","""Boiler room floor will soon not support",1,"Non-Compliances for Boiler Technology","996","NICOLA",NA,"Street","Vancouver","Lower Mainland North","BC","V6G2C8",49.2865636,-123.1341449,365,"6/12/1986","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Nicola Dry Cleaning"
"4872","BPVIN-619452-2016","BPV-416863-2016","7/27/2016","7/28/2016","Vladimir Revenko","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - REF/PV","Failed","2_Physical Inspection","","5 - Catastrophic","All pressure retaining equipment shall have pressure relief device in order to protect the equipment from overpressure and damage. I found no pressure relief device on this high pressure air receiver (125PSI). A potential exists for an overpressure incide","3 pressure vessels found connected and op",1,"Non-Compliances for Boiler Technology","27450","55",NA,"Avenue","Langley","Lower Mainland South","BC","V4W3Y1",49.1016777,-122.4633092,NA,"7/27/2016","BPV � PV Application","BPV","Closed","Royal Group Inc."
"4873","BPVIN-592534-2016","UW-397491-2016","6/10/2016","7/28/2016","Richard Strebchuk","BP","Y","BPVIN","BPV Installation: Final (First Certification) Assessment - Boiler","Failed","2_Physical Inspection","","3 - Moderate","This low pressure low temperature water boiler system operating with safety relief valves set at 30 psi has no manual operated emergency shut down switch available in the event that requires emergency shutdown and may contribute to an incident.","See Safety Officer notes for revised refe",2,"Non-Compliances for Boiler Technology","5201","Simpson Trail",NA,"Road","Fort Nelson","Northern","BC","V0C1R0",NA,NA,NA,"6/10/2016","Unpermitted Work","BPV","Closed","Northern Lights College"
"4874","BPVOP-617673-2016","5431452","7/25/2016","7/28/2016","Vladimir Revenko","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Failed","2_Physical Inspection","","3 - Moderate","A disconnecting means capable of being locked in the open position shall be installed at an accessible location so the boiler can be disconnected in the event of an emergency. I found that there was no remote shutdown switch provided for Hot Water Boiler","""Provide an objective evidence that a pre",1,"Non-Compliances for Boiler Technology","33415","BOURQUIN",NA,"Place","Abbotsford","Lower Mainland South","BC","V2S5G3",49.0481899,-122.298662,327,"3/13/2013","BPV - Operating","Hot Water Boiler","Active","B & E Investments - Bridgeport Terrace"
"4875","BPVOP-623564-2016","BPV-283420-2015","8/4/2016","7/28/2016","Richard Strebchuk","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - Boiler","Failed","2_Physical Inspection","","2 - Minor","","Demonstrate compliance.",1,"Non-Compliances for Boiler Technology","7940","Alaska",NA,"Highway","Fort Nelson","Northern","BC","V0C1R0",NA,NA,NA,"8/31/2015","BPV - Operating","Thermal Fluid & Steam Boiler","Active","Young Living Canada ULC."
"4876","BPVOP-592515-2016","2279159","6/10/2016","7/28/2016","Richard Strebchuk","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Failed","2_Physical Inspection","","3 - Moderate","No evidence of regular maintenance on this machine-mounted air receiver. Broken pressure indicator dials. Safety Valve appears damaged. Air receiver tank is more than 20 years old. Compliance with Safety Order required; failure to do so may result in an i","Demonstrate compliance to Safety Order SO",2,"Non-Compliances for Boiler Technology","","NORTHERN LIGHT FORT NELSON",NA,"","Fort Nelson","Northern","BC","V0C1R0",58.8076939,-122.7125001,185,"6/28/1988","BPV - Operating","Unfired Pressure Vessel - Regular","Active","Northern Lights College"
"4877","BPVOP-598753-2016","3601142","6/22/2016","7/28/2016","Asif Zuberi","BP","Y","BPVOP","BPV Operating: RAP Assessment (for recertification inspections) - Boiler","Failed","2_Physical Inspection","4_Mandatory","0 - Compliant","","",NA,"","11100","13TH",NA,"Street","Dawson Creek","Northern","BC","V1G4G2",55.7497747,-120.2353793,471,"9/25/2007","BPV - Operating","Thermal Fluid & Steam Boiler","Expired","Dawson Creek & District Hospital"
"4878","BPVOP-620500-2016","2285320","7/28/2016","7/28/2016","Florin Moldovan","BP","Y","BPVOP","BPV Operating: Re-Certification Assessment - REF/PV","Passed","2_Physical Inspection","","0 - Compliant","","",1,"Checklists for Boiler Technology","1009","CENTENNIAL",NA,"Way","Squamish","Lower Mainland North","BC","V8B0H3",49.7255928,-123.1418193,NA,"7/24/2003","BPV - Operating","Unfired Pressure Vessel - Regular","Active","District Of Squamish"
